tx_id,Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,card_id,Class
4233,31895.39,1.136887,-0.503964,-0.76959,0.476397,-0.807998,1.481174,-0.153012,-0.585548,1.034919,0.424201,-0.173784,-1.380099,-0.120375,0.789843,-0.388115,0.266866,0.881454,-1.14122,1.912428,0.517983,-0.972607,-0.439913,1.019331,-1.112472,-0.058438,1.481636,1.273467,-1.456389,65.87,CARD009,0
4234,31954.09,0.976626,-0.726397,-1.625874,0.60442,0.198044,0.947074,-0.483997,-0.520889,-0.676687,-4.626852,-0.503198,-0.085835,1.275615,-3.542876,2.169408,-1.222925,-3.707416,-0.919228,0.751214,-0.247224,-0.104323,-0.593338,0.317519,0.8616,-0.644327,-0.286941,0.776075,-0.139958,805.39,CARD002,1
4235,32003.55,0.182454,-0.550423,0.704785,-0.940019,0.289022,-1.423839,-0.517221,0.941586,1.161956,-0.039223,2.436368,-3.372098,-1.298275,-1.701822,-1.208465,0.177394,-3.162996,1.721988,-1.310549,-0.485715,0.256902,0.767175,0.301148,2.207884,1.097531,-0.413911,-1.819557,0.014291,1018.39,CARD002,1
4236,32054.34,-0.75271,-0.002976,-0.260476,-0.497043,-0.483976,-0.479377,-1.694654,-0.066153,0.413298,-3.059051,1.857257,-4.00963,1.581476,-3.537251,-2.113958,0.274344,-3.282681,-1.198176,-0.54225,0.487278,-0.274751,-2.067593,0.513239,1.411948,-1.269017,0.976968,-0.619467,-0.256331,346.67,CARD002,1
4237,32128.72,1.628566,-0.454826,1.541575,-0.823582,-0.494785,0.321628,0.392593,1.058592,1.312631,0.20263,0.22175,-0.773305,-0.165346,-1.04618,0.445069,-0.765914,1.625846,-0.505851,1.316005,0.988905,-1.710765,-0.051685,0.114692,-0.872325,0.889474,-0.523417,-0.152301,-0.137292,33.72,CARD069,0
4238,32149.65,0.400289,-1.319941,-0.000441,0.921274,-1.371822,0.640543,-0.24283,-0.225781,-0.733154,-0.301297,0.895401,-0.358288,-0.031561,-1.248481,-0.194401,-1.075577,0.190327,-0.32315,0.977585,-1.177234,1.041619,-0.258858,-0.086135,-1.658934,-0.335803,0.193823,-1.638955,0.17351,37.85,CARD032,0
4239,32162.1,0.162738,1.170895,0.059694,1.431533,1.575672,-0.215833,1.363883,0.798099,-0.024294,0.079152,1.171155,-1.131074,-1.48541,1.256338,2.042755,0.374445,1.127175,-1.531221,-1.226492,-0.453979,-0.265242,0.248741,-0.387408,0.017057,-0.104893,0.698769,1.154949,0.9637,31.83,CARD049,0
4240,32191.07,1.023973,0.9474,-1.317594,1.299952,1.674705,-0.608936,2.099687,1.73651,0.458432,0.309886,-1.548834,-0.311819,-1.175119,-0.247539,-0.48872,0.855258,-0.257776,0.132459,1.165612,1.763124,0.037883,0.247498,0.226132,-0.855711,-0.566422,0.267197,1.409986,0.422583,73.31,CARD043,0
4241,32246.08,-1.033985,0.216011,0.246905,-0.918134,1.368921,-0.469591,-0.954482,0.167621,-0.582752,-0.127264,0.294286,-0.34814,0.646832,0.354234,1.262491,-0.921424,0.129308,0.318242,0.347304,-2.008385,-0.985782,0.387661,0.631037,0.09812,0.247379,1.274398,-0.280287,-0.68536,28.77,CARD053,0
4242,32282.61,-0.046529,0.349097,-0.392933,1.318821,-2.251128,-1.968858,1.342117,-0.673934,-1.024383,0.386273,-1.917999,2.045513,0.06077,2.571915,0.629271,-1.383134,-0.360008,0.678668,0.444697,1.81199,-0.17387,-1.360483,-1.922659,0.045641,-0.257024,1.333338,0.605227,-0.939173,7.84,CARD051,0
4243,32341.73,-0.186449,-1.586194,-0.671745,1.863914,-0.155277,-0.427931,1.007231,-1.312413,-0.179552,1.338134,0.057645,0.389569,-0.167071,0.400042,0.753002,-0.115013,0.158946,0.303243,-1.840331,0.964095,1.869305,0.875303,0.294707,-0.307131,0.422783,2.011537,1.54289,-0.627346,18.36,CARD057,0
4244,32473.51,0.797793,-0.24259,-0.512063,0.697836,-0.560887,-0.481739,0.035775,-0.047649,0.135283,0.114633,0.486383,0.610754,0.794271,-2.250937,-1.046138,-1.00034,1.49163,0.201401,-1.113964,-1.113083,-0.547638,-0.347798,1.812188,1.484172,-0.74861,1.079689,0.509858,-0.571891,41.55,CARD018,0
4245,32568.86,1.846191,-0.864806,0.163874,-0.201434,0.541067,0.930145,-0.152887,0.276777,1.23012,-0.536367,-0.207124,0.82889,0.88318,-1.75982,0.111305,-0.024728,1.364317,1.260115,0.157048,-0.7877,-0.996742,1.699268,-0.334123,0.48125,-0.813777,-0.514499,-1.025935,-0.541357,25.96,CARD029,0
4246,32619.91,0.689147,-0.631975,-1.130831,-0.249928,0.646875,1.645954,1.48388,-0.602638,-1.574031,0.354014,0.33707,1.211348,0.967912,-0.249774,-0.425513,0.046247,-2.123753,0.419774,-1.041838,-0.588691,1.302292,0.33761,-0.890878,0.691818,-1.382206,-0.199718,-1.747993,-0.953964,3.87,CARD040,0
4247,32623.32,-0.42782,-0.587765,-1.237498,-0.965799,-0.458472,-2.104132,0.998637,0.133737,-0.055381,-0.079775,1.076987,-0.04956,0.734179,-0.689693,1.714735,-0.699635,-1.099001,-0.706549,0.886804,1.555004,0.336197,2.109458,-1.065487,-0.780711,-0.517875,1.285057,-0.97756,-0.040577,53.58,CARD062,0
4248,32861.61,0.003992,-0.614649,0.207169,0.181338,0.585971,-0.900018,1.300192,-0.64774,1.18092,2.261956,0.675891,-0.323645,-0.870318,-0.559001,-0.253165,-0.25726,0.235106,1.314065,-0.863711,-0.272326,-0.441784,0.239956,-0.345105,-1.119832,1.564811,0.016846,0.484949,-0.36992,37.46,CARD050,0
4249,32952.36,0.911508,-0.631618,-0.468116,-0.328445,-1.577994,-1.534837,0.575402,-0.56741,-1.113929,0.875764,-0.338572,-0.498757,-1.107259,0.911997,-0.812083,0.649364,-0.006494,-0.237751,-0.505091,-1.60008,0.817412,-0.03491,-0.652515,-1.201665,-1.179167,-0.184568,0.511601,-0.876709,55.98,CARD025,0
4250,32992.11,1.024815,-1.316933,0.953457,0.491893,-0.477721,-1.989688,2.269896,-1.128456,-1.066835,-1.85034,2.260032,-1.020349,-1.42476,-0.288555,-0.875074,-0.121303,0.160629,-1.397833,2.478512,-0.670914,0.846926,-0.394973,-0.990593,-3.373305,1.424196,-1.700239,-0.045062,0.651377,17.04,CARD057,0
4251,32998.75,0.157109,0.0313,-0.360169,0.7737,-0.914515,0.907297,1.266867,0.459393,-0.693228,0.025297,0.708255,-0.961853,-0.214169,0.611175,0.331503,0.720332,1.338466,-1.381018,-0.131012,-0.854977,0.408591,0.262258,-0.315415,0.955709,-2.633761,0.610295,-0.194062,0.44243,47.67,CARD028,0
4252,33046.88,0.623049,-1.301939,-0.496101,-0.520047,-0.036899,0.868195,0.490985,0.719133,-0.966718,0.828495,-0.447415,-1.669119,0.777473,0.002496,-0.151817,0.083488,-0.880362,2.168822,0.967633,0.88213,-0.352548,0.490772,0.424936,0.22507,-0.522339,1.276716,0.363484,0.544133,45.95,CARD033,0
4253,33249.67,-0.024122,0.453453,0.044178,0.816104,-0.52572,0.341235,-1.971593,0.039305,1.273299,1.89277,1.375737,-1.061306,-0.385194,-1.230538,-0.889287,-1.406208,-1.847839,0.826367,0.785868,0.64562,0.55069,0.337083,0.537696,0.768176,1.785838,-1.60692,0.65401,-0.586789,44.48,CARD018,0
4254,33262.92,-0.320416,0.272797,-0.014383,-0.768078,-0.348268,-0.469947,-0.706925,-1.010035,1.484005,-0.163015,1.668569,-0.36604,-0.187797,-0.455492,-0.514121,-0.593866,0.093195,-0.019605,-0.202097,-1.910634,2.163476,-0.124449,0.077427,0.734904,0.389493,-2.760573,-0.713598,-0.022904,33.01,CARD023,0
4255,33537.65,-0.318532,-0.928574,-1.736771,0.928157,0.126228,0.375972,-2.139189,-0.264443,-0.6134,0.806725,1.352434,-0.185355,-0.707194,0.761365,-0.058817,-0.440023,1.507117,0.240005,0.157031,-1.053123,0.809103,0.046317,0.659276,0.66785,-0.191981,1.096347,-0.445035,-0.170316,20.18,CARD019,0
4256,33689.33,1.53306,-0.629299,-1.122663,0.807358,0.203792,-0.553249,0.333603,-0.634859,0.050018,0.47367,0.628735,-0.887201,-0.466759,0.150795,0.156478,0.267683,1.185884,-0.955149,-1.170714,0.283604,0.392536,1.430177,-0.6478,-1.039737,-0.407342,1.039526,-0.221338,-0.418562,28.0,CARD023,0
4257,33723.03,0.722409,-1.295484,0.79469,0.67353,0.19647,0.258788,-0.640442,1.16558,0.912165,0.025893,-0.160522,-0.638146,1.400315,0.221587,-0.008641,-1.245037,-1.279616,-1.514964,0.568253,1.346055,-0.026991,1.680771,-0.683243,-0.81692,-1.147109,-0.469223,0.348943,0.507941,54.05,CARD065,0
4258,33805.95,0.207871,0.583066,0.128383,-0.876415,0.963137,-0.938346,0.604285,0.769271,-0.134811,-0.070429,0.408043,1.019886,-1.457303,1.687666,-1.496195,-0.865162,0.595566,-0.418699,0.965757,0.182984,-0.887968,-0.256478,-1.402783,-0.011454,-0.908875,0.720777,-0.175494,0.546282,5.3,CARD028,0
4259,33853.97,0.708605,-0.901394,-1.857737,-1.486445,0.162141,-0.696934,-0.633591,1.946379,0.136513,0.206397,-2.312303,-0.230018,0.74603,-1.09186,0.841795,-1.745304,0.176311,-0.07467,-0.411553,1.498058,1.562422,-0.533634,-0.288619,1.005803,-0.045399,2.177898,-0.396343,0.329649,11.01,CARD049,0
4260,33978.9,-1.35848,-0.039243,-0.440902,0.357439,-0.610594,-1.327016,0.000767,-1.242474,-1.747763,-0.522646,-0.494021,-0.418469,-1.907571,0.24744,0.765902,0.666188,-1.041464,-1.716947,-0.076256,-0.233791,-1.917842,-1.202307,-0.353084,1.436572,-1.692391,0.026012,0.280767,-0.076267,30.35,CARD043,0
4261,34139.88,0.111697,0.12148,-1.776363,0.248028,0.980389,0.123135,-0.155642,-0.498122,-0.684092,0.086905,-1.438016,0.672444,-0.308504,0.477651,-0.281393,-0.064817,-1.245,2.018628,1.058697,0.18005,-1.05432,1.951661,0.492112,-0.200132,-0.688104,-0.115242,1.319055,-0.868305,88.81,CARD037,0
4262,34201.96,1.525063,0.53812,0.743223,-0.08291,0.047639,1.342318,-0.1437,0.910322,-1.1421,-2.818421,-1.469066,2.888793,-0.373191,-0.191422,0.441143,0.685108,-2.118976,-0.479606,-0.582556,-0.638207,1.208449,0.544441,0.48019,0.635068,-1.885526,-0.67076,-1.334337,-0.056901,17.12,CARD038,0
4263,34227.17,-0.938923,0.890743,-0.430195,1.333294,-1.456414,-1.217638,0.302166,-1.137007,-2.111317,0.747319,0.761345,0.829658,0.970199,-1.773265,-0.435254,0.959761,0.190705,-1.081112,1.118962,-0.758201,0.590248,-0.890976,0.726216,0.913542,-0.591833,1.114818,-1.947786,-0.338155,32.41,CARD060,0
4264,34260.81,-0.067092,0.723576,-0.47212,-1.263576,-1.243787,2.112665,-2.352116,-0.176329,1.457907,0.483366,-0.829556,0.002186,0.863919,1.208149,-0.899341,0.760458,0.252501,1.104405,1.390415,-0.343305,-1.449593,0.395837,1.776621,0.685582,0.230163,2.401046,-1.040026,0.90299,25.35,CARD004,0
4265,34306.22,1.604835,-0.42693,2.291752,-0.658274,0.318693,0.111268,-1.256491,0.849932,-1.380223,-2.253739,0.695966,0.960026,2.305313,-0.646289,0.491002,0.544737,-1.202226,0.662903,-1.123122,0.129425,-0.362314,1.313995,1.020584,0.603815,-1.190321,0.105103,0.062041,2.108823,64.16,CARD030,0
4266,34315.86,0.004161,-2.760674,-1.644714,1.141196,0.579681,-0.579507,-0.161307,0.106308,-0.04371,-0.0946,0.026984,0.223176,1.440621,-0.472229,-2.352512,0.490106,1.720625,1.891675,0.159509,0.462354,2.61007,-1.595241,0.412724,0.339739,-0.935186,0.451271,0.048755,-0.978135,14.16,CARD027,0
4267,34534.55,0.784604,-0.880418,0.601657,-0.573858,1.325538,0.519309,-0.094573,-1.422281,-0.699719,1.407041,-1.327705,1.084722,0.380999,-0.613244,0.147981,-2.82038,0.091632,0.827958,0.534096,-0.207191,0.480085,-0.714952,1.076549,-0.878529,0.676264,0.914434,-0.995924,-0.388989,14.23,CARD069,0
4268,34568.26,0.679787,2.870272,-0.042031,-1.286692,-1.200193,-1.668474,-0.642242,0.748883,2.061522,-0.512189,1.405888,-0.940014,-0.347045,-0.02398,-0.619528,0.020082,0.943697,1.191776,-0.20631,0.664831,-2.00022,-0.120791,0.912997,1.054822,0.207291,-1.267338,2.259859,0.41456,548.28,CARD058,0
4269,34682.03,-0.572639,-1.086892,-0.1843,-0.074644,0.607024,-0.266415,1.559926,0.108887,2.344495,0.195992,-0.174907,-0.483196,-0.054088,1.342617,-0.808393,-1.056902,0.310355,-0.928613,0.73543,-1.08407,-1.426124,0.895248,-1.602278,-1.309702,0.251269,-0.026481,0.448339,-0.489396,11.64,CARD008,0
4270,34775.34,1.61988,-0.942423,0.385964,-0.474703,-1.031138,1.180303,-0.28648,0.308598,0.578961,-0.392684,0.933496,-0.725732,0.384154,-0.519593,0.567112,-0.449916,0.194204,-0.200196,0.909743,-0.775043,0.514102,-0.685971,-0.264404,-0.009641,-0.860534,0.592239,-1.643724,0.653881,7.28,CARD055,0
4271,34775.9,-0.072254,-1.094528,-0.364938,-1.257715,-1.525474,-0.857648,-0.739122,2.213115,-1.282788,2.07163,0.647873,-1.156648,-0.082822,1.013638,0.581945,0.88263,0.617907,-0.228782,0.166076,-0.685867,-1.112724,-0.553891,-0.895211,0.356278,0.017522,-0.724108,-0.42703,-0.213837,89.28,CARD048,0
4272,34941.07,1.069945,-0.90523,0.131568,0.128957,0.306185,-0.716975,1.434651,-0.385752,0.813118,-1.690407,0.385574,0.138633,1.351638,-2.603301,0.549064,0.807355,-0.271325,1.309716,2.097217,0.875047,0.804002,1.343815,0.434092,1.223044,0.594522,-0.689788,-1.056083,1.170771,113.22,CARD011,0
4273,34959.26,0.331566,1.244507,1.034588,1.913002,1.074073,-0.047682,1.697306,0.662519,1.789022,-0.201677,-2.039965,-1.139009,0.157859,0.514381,-0.211709,0.950311,-1.119961,-0.689668,0.939584,0.039051,0.082136,1.345588,1.04548,-0.774382,0.184859,-1.647522,-0.019426,0.369215,8.9,CARD016,0
4274,34959.29,-0.549817,-0.062468,-0.874359,-0.132411,-0.980123,-1.077502,0.318321,0.341435,-0.813121,1.136683,-0.427741,1.591314,-0.159479,0.038132,-0.114821,-1.594748,2.261942,1.14426,-0.125999,-0.55176,-1.210609,0.288208,1.029859,-0.369594,0.44954,0.272994,0.982424,0.166283,23.59,CARD059,0
4275,35033.25,-0.907051,-1.167052,0.666292,-1.173149,0.31108,-0.45472,-1.203266,-1.542847,0.49208,0.415389,0.802039,1.858308,0.297855,0.306208,-0.099484,0.128596,-0.328227,-0.873201,2.013722,-1.842694,0.271997,0.459892,0.166615,-0.946223,-0.177165,-0.447903,-1.062246,-0.035322,6.88,CARD045,0
4276,35058.71,0.84986,1.454945,0.728775,0.488812,-0.771662,0.812999,0.602536,0.931278,0.449749,0.313274,-0.387926,-0.377239,-0.3858,-0.720731,-1.065736,0.98057,1.145768,-0.148514,0.38984,0.189109,-0.556399,0.975475,-0.193751,2.053041,2.594239,-1.234512,-1.076538,-1.475711,7.34,CARD064,0
4277,35065.27,-0.830908,0.348644,0.086551,-0.739384,-1.404541,-0.073864,0.51292,0.563263,-0.560163,-0.967313,0.840621,-0.058901,0.888957,-0.14336,0.494545,0.118964,-0.62466,-0.664497,0.3908,-0.763959,-0.974583,-1.536268,-0.736125,2.275536,-0.316772,-0.893255,-0.369936,-0.144405,46.56,CARD031,0
4278,35103.74,-0.874029,-0.522073,-0.103426,0.513961,0.240167,1.702057,-0.230942,1.746762,0.814235,-0.903382,-1.172566,-2.011517,0.347888,1.005303,0.656985,0.495779,1.189873,0.873712,-0.746385,-0.338731,2.543546,-2.194853,-1.116719,0.811292,-1.331646,1.65576,-0.689605,-0.837168,7.37,CARD063,0
4279,35123.93,-0.419446,-0.925049,-0.707854,-2.034912,0.191857,1.31848,1.097286,0.248003,-0.088391,-0.238256,-1.698868,0.119333,1.200293,0.060695,-0.394154,-0.376511,-1.089216,1.296919,0.616714,0.113323,0.363095,-1.914161,-0.402741,-1.054918,1.331618,0.149078,0.528578,-0.687654,19.2,CARD033,0
4280,35160.19,0.279543,-0.150486,0.741057,-0.153252,-0.811921,0.013282,-0.347084,-0.325062,-0.802764,0.580018,-2.633599,-0.433929,-1.554149,2.026576,-0.917304,0.268434,0.2071,1.354632,2.150345,0.424779,-0.407497,-0.782295,-0.351953,-0.499831,0.634401,0.971386,0.728876,0.213821,24.42,CARD019,0
4281,35183.94,-0.372752,-0.131578,0.21491,0.791013,-1.733187,1.559091,-0.758269,1.0969,1.139533,-1.153279,-2.074697,-0.1028,0.521873,-2.745775,-0.736596,0.158406,-0.960445,0.933764,-0.571219,-0.622892,-0.271116,-0.426681,-1.272006,-1.447876,-0.127494,-1.175474,-0.708217,-0.272753,13.7,CARD014,0
4282,35239.21,-0.503276,-0.666934,1.025521,0.50402,-0.593076,-0.151941,0.757167,-1.710989,-0.065081,-0.356024,-0.505833,-1.222256,-2.130614,1.055355,-0.210826,-0.043136,-0.695255,-0.609938,0.515201,-0.525228,2.223049,0.364759,0.086294,1.699877,-0.25508,-1.325741,0.798409,-0.460027,11.23,CARD015,0
4283,35251.98,0.045429,0.157859,0.909638,0.402163,0.667733,-1.266543,-0.252109,0.470812,1.554594,0.534679,-0.580414,0.457529,-0.909794,-0.310969,-0.703847,-0.649308,0.28816,2.029117,1.179814,-1.094225,-1.225574,-0.182327,-0.860171,0.086009,0.464718,0.021484,-0.044888,-0.506768,11.35,CARD043,0
4284,35256.87,-1.671905,0.521294,-0.451598,-1.750271,-0.719166,-0.24288,-0.117558,0.714632,0.39393,-1.243389,-0.052864,0.72828,-0.641321,-0.508537,-0.271788,-0.542036,-1.281625,0.324569,0.263942,0.540911,-0.232312,-0.704386,0.410181,0.223576,-0.264054,1.179148,0.891134,-1.548987,25.38,CARD000,0
4285,35431.86,-0.164595,0.399016,0.384816,0.368909,0.448391,0.472626,0.544024,1.192124,0.654987,0.030236,0.358261,-0.965895,0.39469,1.376786,1.173143,0.766792,1.506861,-0.741294,1.036694,-2.192272,0.459332,-0.673614,1.692085,1.160353,-0.694703,-0.126543,1.280469,-0.174501,30.52,CARD005,0
4286,35439.8,3.633947,0.359103,3.455719,-1.943039,1.814615,0.214415,-0.342282,-4.785261,1.489286,5.415636,-1.281283,-3.219441,1.013558,-0.629911,1.00116,0.115315,-6.138884,1.163069,-1.490726,-0.52356,0.634388,-1.964197,0.88359,0.602053,2.837214,4.90647,-2.084083,-0.43098,81.53,CARD036,0
4287,35470.7,0.910426,-0.598883,-1.5128,-0.939345,-0.298042,-0.151379,0.436678,-0.222315,1.027897,-0.681347,0.43586,0.611208,0.356752,0.503642,-1.13491,0.854636,-0.550124,-0.21738,-1.056463,0.338936,-0.478845,-0.722421,0.658086,-0.80137,0.334889,0.156026,0.508517,0.022041,41.11,CARD003,0
4288,35541.1,-0.892557,0.182652,1.142267,-0.234756,-0.50774,0.04661,-1.633432,-1.043482,2.055688,-0.261539,0.003584,0.365136,-0.421575,-0.171795,1.488759,-0.480431,1.375584,-0.832188,0.986413,0.158697,0.179541,-0.022407,0.158405,0.465509,-0.343833,-0.513199,0.278154,-0.055257,48.53,CARD027,0
4289,35606.77,0.494604,1.463888,0.120071,-3.182958,-0.420926,-0.771112,-0.875974,1.664836,-0.173862,-1.800221,-1.236891,0.112508,-0.808159,0.520367,0.566267,-0.242017,-0.191814,-1.573711,-1.760819,-0.138066,0.24528,-0.020584,-1.516767,-1.120907,-0.420792,-0.358705,0.653591,-1.145773,45.57,CARD035,0
4290,35704.93,0.415752,0.031839,1.209371,0.285508,-0.973509,-0.9368,1.506805,-0.079609,0.511185,1.929923,0.264587,-0.799932,-0.113275,-0.6587,0.149048,1.028598,-0.761015,-1.30379,0.40071,0.018527,1.094423,0.183561,-0.689945,-0.950035,0.129132,0.126146,-0.562467,-0.006728,36.77,CARD047,0
4291,35719.89,-0.941276,-0.197624,-0.313651,0.27707,1.342551,-0.1026,0.565541,-0.545612,-0.455947,0.306999,-0.633835,1.192081,-0.375179,-0.137997,-0.997346,-0.405235,-0.95863,-0.457288,-1.715849,0.008884,1.725883,-1.815273,1.718566,-0.099772,0.885155,-0.968496,2.004209,-1.036794,14.57,CARD054,0
4292,35742.77,0.102616,-0.603416,-0.925933,-0.13126,0.654483,-0.69763,0.185594,1.243297,-1.042714,0.250739,-0.059843,-0.221739,0.153881,1.086852,0.303015,-0.568858,-0.480862,0.578615,1.325105,-2.375052,-0.540379,1.791305,0.878701,-0.485403,-0.052659,0.466929,-0.246993,0.934056,41.08,CARD023,0
4293,35751.18,-0.118773,2.108492,-0.317881,-1.246582,-0.752899,0.146524,0.051857,-1.203118,0.111911,-1.541097,0.861922,0.350103,0.901721,-0.568162,-0.600755,-0.567089,-1.673265,-0.807787,-0.040886,-0.657647,-1.42258,1.926097,-0.631775,-0.58002,1.209686,-0.414468,-0.186747,0.390769,48.03,CARD065,0
4294,35761.53,1.33076,-0.140457,0.188232,-0.471029,-0.149939,0.27147,2.026202,-1.705917,1.616294,-1.176371,-0.071254,0.959527,-0.225943,-0.217746,-0.671803,-0.401271,0.219694,1.120297,-0.519922,0.181314,-0.257253,0.468308,0.457902,-2.349103,-0.64428,1.607039,2.117953,-0.777351,42.85,CARD065,0
4295,35774.96,0.348043,0.179712,-0.526881,-0.041483,1.700522,0.708712,0.02343,-0.346912,1.84953,-0.42033,-1.934653,1.23409,-0.482844,-2.156081,-1.385034,-1.344533,-2.182838,-0.744434,-0.585215,1.64409,-0.075889,-0.571849,-0.157916,0.203907,0.999958,1.319604,-1.945057,-1.463972,7.98,CARD029,0
4296,35834.89,0.349768,-1.376825,-0.232932,-1.039541,-0.757553,-0.518613,-1.155018,-1.130823,-0.575521,0.032287,-1.209985,1.433985,-0.147936,0.010942,0.484749,1.231831,-1.293147,0.612248,2.979317,-1.384773,0.546569,-0.407342,0.313789,0.327742,-0.271424,0.269708,2.546894,-1.411548,13.29,CARD040,0
4297,35870.6,0.782865,0.762807,2.067414,-0.591009,0.662196,-1.579784,-0.376558,0.126715,0.417641,-0.027097,-0.061545,-0.56335,-0.402325,0.319459,0.562768,0.640548,0.981835,1.167087,-1.70492,-0.475672,-0.129515,-0.592563,1.030487,0.744191,-0.077413,0.141769,1.238417,-0.307789,11.15,CARD022,0
4298,35900.56,0.165783,0.228367,-0.488558,0.534243,-1.495665,-0.22294,1.56727,-0.114522,-1.209576,0.410482,0.137882,1.424986,0.167621,0.427767,-1.257588,-0.266156,1.250675,-0.913587,-0.836056,-0.17756,1.707853,0.559345,0.079499,0.379069,1.536708,-0.698473,-0.593798,0.286352,11.4,CARD037,0
4299,35910.61,-0.008356,-0.253267,0.217763,-0.915171,-0.050083,0.361552,0.436059,-0.345151,1.082733,-0.190558,-0.616627,-0.269745,0.283438,1.367828,-2.039339,-1.11686,-1.67493,-0.977577,0.107338,0.644427,-0.755067,-0.029063,0.133059,-0.048563,-0.06507,1.083287,0.232805,2.248521,300.0,CARD058,0
4300,35927.68,0.326115,0.305227,-0.845486,-0.618806,0.589596,0.696702,1.719401,-0.093376,0.113421,-0.841123,1.954307,0.211047,0.430289,1.268967,0.708422,-0.80103,-0.350617,1.132477,0.306413,-0.528368,-0.256282,1.053859,-1.236488,-0.180086,1.108068,1.023504,-1.071573,-0.141209,17.52,CARD016,0
4301,35941.17,-1.493225,-1.516988,-0.008954,-0.173218,-1.065473,0.261031,-1.393251,-1.946406,0.005429,-2.275274,-0.465335,0.510754,-1.604877,-2.291234,0.25325,0.44548,1.937709,-0.375445,-0.194488,-1.16851,0.936682,1.287773,-0.407849,0.244247,1.32466,-0.015027,1.589693,1.329454,13.89,CARD033,0
4302,35952.22,0.058078,-0.925907,0.116626,-1.895641,1.313049,-1.325612,-0.751989,-0.763851,0.039958,-1.827758,-1.212603,0.260667,1.0787,-0.993181,-0.41317,0.787468,-0.564263,0.915523,-0.801362,-1.832381,0.277067,-0.988851,1.081676,0.534354,-0.597316,0.270926,-0.388816,-0.280821,13.01,CARD033,0
4303,35955.52,1.534624,-0.315025,0.156661,-0.166472,1.409738,-1.342667,-0.1821,-1.018963,2.626977,-0.217564,-1.469731,-1.320452,-0.69809,1.811779,-1.158948,0.517373,-0.470642,-0.895778,-0.019488,0.048163,-0.466221,-1.252906,0.125469,2.641897,0.339321,0.580025,-0.954845,0.995548,91.48,CARD069,0
4304,35972.84,2.340035,-0.148143,1.052168,0.78225,1.283594,1.713054,0.584706,-0.919604,-0.322484,1.487633,2.124672,1.272509,2.368282,0.697686,-0.788922,0.122209,0.313081,0.928699,0.864695,-0.832763,1.178337,-0.524351,0.297845,0.663901,0.710879,0.532676,-0.505933,-0.104457,28.28,CARD056,0
4305,35995.13,-1.059089,0.096418,0.694122,-1.551577,0.334722,-0.54263,-0.905189,-1.478561,0.043656,-0.600836,-0.384182,0.695393,-2.97316,0.83956,2.184092,-0.097911,-0.417582,-0.138244,0.838612,2.356683,-0.832381,-3.000977,0.256901,-0.113855,-0.195743,-0.254859,-2.166548,0.262626,52.26,CARD057,0
4306,35998.11,-0.17202,3.018798,-0.355744,1.170413,0.388825,0.264046,1.650258,-1.887143,1.130135,-0.017891,-1.307413,2.952882,-0.079117,-0.576098,-1.031453,1.312554,-0.329712,0.223159,0.754459,-0.460562,2.633702,0.98347,-0.012365,-0.723187,-0.906995,-0.748294,1.815262,0.301225,60.41,CARD046,0
4307,36104.39,-0.358186,0.305693,0.173831,0.088655,0.434109,1.862242,1.297873,0.110768,2.16561,-0.61362,0.255091,-0.799841,0.852905,-0.555908,-0.008096,1.70853,-0.780157,1.314332,-0.829848,2.246386,-0.680491,-0.595159,-1.120411,0.174628,-1.023692,-0.144725,-0.545492,0.291578,12.97,CARD001,0
4308,36126.68,0.852169,-0.414475,-2.381778,-1.445164,0.712583,-0.890314,-0.484366,0.76931,2.257679,-1.958695,1.416809,0.344157,-0.185933,-1.901852,-1.377435,0.955225,-2.047665,2.07314,0.280123,-0.177866,-2.297174,-0.09564,0.92323,0.372941,0.387753,0.197504,0.400158,0.826895,26.37,CARD003,0
4309,36170.58,-0.895427,0.476447,-0.87369,-1.691584,0.362889,-1.292019,0.465433,1.196962,1.016763,0.53149,-0.240493,0.008285,0.780602,0.63778,-0.009037,1.084799,-1.137724,1.588013,1.214826,-0.752876,-0.252543,0.346053,-0.36068,1.157763,-1.422413,0.723121,-0.105958,-0.304454,19.1,CARD058,0
4310,36205.72,-1.274697,-1.170077,2.059164,2.326693,0.045225,0.488928,0.404289,1.018264,-0.476409,-1.422015,0.968371,-0.594116,1.503367,2.143742,-1.311418,0.645377,-0.481368,-0.573901,-0.621483,-1.309807,0.843313,0.230834,0.062057,1.864871,-0.745136,-0.1345,0.862724,-0.08366,22.01,CARD037,0
4311,36210.72,0.486702,0.806171,-0.682679,0.266339,1.484956,-1.45149,0.352521,-0.376332,0.005025,-0.840188,-0.241285,1.148611,2.551646,1.719831,0.50098,0.877538,1.330634,1.418791,-0.224033,-1.141383,-1.219373,-1.020822,0.618138,0.431567,-1.259966,1.049493,-0.02925,-0.584062,6.97,CARD002,0
4312,36272.45,-1.014231,1.68292,1.169355,0.91228,-0.219015,0.696875,-0.317732,1.012154,-0.026987,-0.781086,-0.210892,-0.957701,0.734361,-0.239221,-0.841237,2.461658,0.037678,1.288981,-0.603486,0.472933,-0.534334,0.688231,0.366548,2.328837,-2.256113,0.075829,1.629321,-1.862125,87.5,CARD061,0
